car_ID,symboling,doornumber,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,log_price,log_enginesize,log_horsepower,log_compressionratio,brand_mazda,brand_mitsubishi,brand_nissan,brand_other,brand_peugeot,brand_subaru,brand_toyota,brand_volkswagen,brand_volvo,fueltype_gas,aspiration_turbo,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_fwd,drivewheel_rwd,enginelocation_rear,size_pc,power_pc,hp_x_size,weight_x_mpg
41,0,0,96.5,175.4,62.5,54.1,2372,3,2,110,0,3.15,3.58,9.0,86,5800,27,33,10295.0,9.23941361946189,4.700480365792417,4.454347296253507,2.1972245773362196,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,-1.2164157591464602,0.4208489720117412,9460,64044
42,0,0,96.5,175.4,65.2,54.1,2465,3,2,110,5,3.15,3.58,9.0,101,5800,24,28,12945.0,9.468464892185638,4.700480365792417,4.61512051684126,2.1972245773362196,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,-0.4720841931362389,0.1871562128151383,11110,59160
43,1,1,96.5,169.1,66.0,51.0,2293,3,2,110,1,3.15,3.58,9.1,100,5500,25,31,10345.0,9.244258590179644,4.700480365792417,4.605170185988092,2.2082744135228043,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,-0.9188151000804231,-0.7774517696227603,11000,57325
44,0,0,94.3,170.7,61.8,53.5,2337,3,2,111,1,3.31,3.23,8.5,78,4800,24,29,6785.0,8.82246957226897,4.709530201312334,4.356708826689592,2.1400661634962708,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,-1.7970694568382155,0.1646430343019593,8658,56088
45,1,1,94.5,155.9,63.6,52.0,1874,3,2,90,1,3.03,3.11,9.6,70,5400,38,43,8916.5,9.095658771892568,4.499809670330265,4.248495242049359,2.2617630984737906,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,-2.723745179185193,-0.1344008844396802,6300,71212
46,0,0,94.5,155.9,63.6,52.0,1909,3,2,90,1,3.03,3.11,9.6,70,5400,38,43,8916.5,9.095658771892568,4.499809670330265,4.248495242049359,2.2617630984737906,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,-2.693757172983559,-0.14044903923304639,6300,72542
47,2,1,96.0,172.6,65.2,51.4,2734,3,2,119,7,3.43,3.23,9.2,90,5000,24,29,11048.0,9.310004695089129,4.77912349311153,4.499809670330265,2.2192034840549946,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,-0.585119527203444,-0.6501546440170533,10710,65616
48,0,0,113.0,199.6,69.6,52.8,3950,0,3,258,5,3.63,4.17,8.1,176,4750,15,19,32250.0,10.381273322223919,5.552959584921617,5.170483995038151,2.0918640616783932,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,5.568001134785787,-1.3633853544399255,45408,59250
49,0,0,113.0,199.6,69.6,52.8,3950,0,3,258,5,3.63,4.17,8.1,176,4750,15,19,35550.0,10.478695435231387,5.552959584921617,5.170483995038151,2.0918640616783932,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,5.568001134785787,-1.3633853544399255,45408,59250
50,0,1,102.0,191.7,70.6,47.8,3950,5,5,304,5,3.54,2.76,11.5,207,5000,13,17,36000.0,10.491274217438248,5.786897381366708,5.568344503761097,2.4423470353692043,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,5.123197180400641,-4.3340390153547155,62928,51350
51,1,1,93.1,159.1,64.2,54.1,1890,3,2,91,1,3.03,3.15,9.0,68,5000,30,31,5195.0,8.555451903533328,4.51085950651685,4.219507705176107,2.1972245773362196,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-2.4271672123789454,0.46044633942618424,6188,56700
52,1,1,93.1,159.1,64.2,54.1,1900,3,2,91,1,3.03,3.15,9.0,68,5000,31,38,6095.0,8.715224041915372,4.51085950651685,4.219507705176107,2.1972245773362196,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-2.41859921060705,0.4587182951995082,6188,58900
53,1,1,93.1,159.1,64.2,54.1,1905,3,2,91,1,3.03,3.15,9.0,68,5000,31,38,6795.0,8.823942326585245,4.51085950651685,4.219507705176107,2.1972245773362196,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-2.4143152097211025,0.45785427308617016,6188,59055
54,1,0,93.1,166.8,64.2,54.1,1945,3,2,91,1,3.03,3.15,9.0,68,5000,31,38,6695.0,8.809116258125274,4.51085950651685,4.219507705176107,2.1972245773362196,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,-2.113775218080384,0.5545647150081102,6188,60295
55,1,0,93.1,166.8,64.2,54.1,1950,3,2,91,1,3.08,3.15,9.0,68,5000,31,38,7395.0,8.9085593751449,4.51085950651685,4.219507705176107,2.1972245773362196,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,-2.1094912171944364,0.5537006928947723,6188,60450
56,3,1,95.3,169.0,65.7,49.6,2380,6,6,70,2,3.33,3.255,9.4,101,6000,17,23,10945.0,9.300638009956963,4.248495242049359,4.61512051684126,2.2407096892759584,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,-1.4589260115560527,-0.9735040468799641,7070,40460
57,3,1,95.3,169.0,65.7,49.6,2380,6,6,70,2,3.33,3.255,9.4,101,6000,17,23,11845.0,9.379661116592885,4.248495242049359,4.61512051684126,2.2407096892759584,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,-1.4589260115560527,-0.9735040468799641,7070,40460
58,3,1,95.3,169.0,65.7,49.6,2385,6,6,70,2,3.33,3.255,9.4,101,6000,17,23,13645.0,9.521128433142438,4.248495242049359,4.61512051684126,2.2407096892759584,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,-1.454642010670105,-0.9743680689933021,7070,40545
59,3,1,95.3,169.0,65.7,49.6,2500,6,6,80,5,3.33,3.255,9.4,135,6000,16,23,15645.0,9.657906656102982,4.382026634673881,4.90527477843843,2.2407096892759584,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,-0.9511056716876439,-1.5129609371104296,10800,40000
60,1,1,98.8,177.8,66.5,53.7,2385,3,2,122,1,3.39,3.39,8.6,84,4800,26,32,8845.0,9.087607606593886,4.804021044733257,4.430816798843313,2.151762203259462,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-0.12390076655105745,0.3601920237825087,10248,62010
61,0,0,98.8,177.8,66.5,55.5,2410,3,2,122,1,3.39,3.39,8.6,84,4800,26,32,8495.0,9.047233034106032,4.804021044733257,4.430816798843313,2.151762203259462,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0.03037002940721618,0.887540740087659,10248,62660
62,1,1,98.8,177.8,66.5,53.7,2385,3,2,122,1,3.39,3.39,8.6,84,4800,26,32,10595.0,9.2681374707024,4.804021044733257,4.430816798843313,2.151762203259462,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-0.12390076655105745,0.3601920237825087,10248,62010
63,0,0,98.8,177.8,66.5,55.5,2410,3,2,122,1,3.39,3.39,8.6,84,4800,26,32,10245.0,9.234545060673,4.804021044733257,4.430816798843313,2.151762203259462,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0.03037002940721618,0.887540740087659,10248,62660
64,0,0,98.8,177.8,66.5,55.5,2443,3,2,122,3,3.39,3.39,22.7,64,4650,36,42,10795.0,9.286838342948908,4.804021044733257,4.1588830833596715,3.122364924487357,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,-0.12370713130575951,1.1411272581209397,7808,87948
65,0,0,98.8,177.8,66.5,55.5,2425,3,2,122,1,3.39,3.39,8.6,84,4800,26,32,11245.0,9.327678864393416,4.804021044733257,4.430816798843313,2.151762203259462,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.0432220320650591,0.884948673747645,10248,63050
66,0,0,104.9,175.0,66.1,54.4,2670,3,2,140,5,3.76,3.16,8.0,120,5000,19,27,18280.0,9.813562845008141,4.941642422609304,4.787491742782046,2.0794415416798357,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.8942071763308568,0.21946536581334525,16800,50730
67,0,0,104.9,175.0,66.1,54.4,2700,3,2,134,3,3.43,3.64,22.0,72,4200,31,39,18344.0,9.81705782453774,4.897839799950911,4.276666119016055,3.091042453358316,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.4252634286300261,0.8833323571337389,9648,83700
68,-1,0,110.0,190.9,70.3,56.5,3515,3,1,183,3,3.58,3.64,21.5,123,4350,22,25,25552.0,10.148470870454794,5.209486152841421,4.812184355372417,3.068052935133617,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,3.912846821349673,0.7844680172398575,22509,77330
69,-1,0,110.0,190.9,70.3,58.7,3750,3,1,183,3,3.58,3.64,21.5,123,4350,22,25,28248.0,10.248777937608223,5.209486152841421,4.812184355372417,3.068052935133617,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,4.2765680526352,1.3936764329785545,22509,82500
70,0,1,106.7,187.5,70.3,54.9,3495,3,1,183,3,3.58,3.64,21.5,123,4350,22,25,28176.0,10.246225830735987,5.209486152841421,4.812184355372417,3.068052935133617,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,3.444714761895261,0.08401380412568908,22509,76890
71,-1,0,115.6,202.6,71.7,56.3,3770,3,1,183,3,3.58,3.64,21.5,123,4350,22,25,31600.0,10.360912399575003,5.209486152841421,4.812184355372417,3.068052935133617,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,5.160291649331275,1.141665037356972,22509,82940
72,-1,0,115.6,202.6,71.7,56.5,3740,5,0,234,5,3.46,3.1,8.3,155,4750,16,18,34184.0,10.439512977323862,5.455321115357702,5.043425116919247,2.1162555148025524,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,5.925645292382379,0.39362333297894647,36270,59840
73,3,1,96.6,180.3,70.5,50.8,3685,5,0,234,5,3.46,3.1,8.3,155,4750,16,18,35056.0,10.464702061835247,5.455321115357702,5.043425116919247,2.1162555148025524,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3.212272154361521,-2.6386788217133237,36270,58960
74,0,0,120.9,208.1,71.7,56.7,3900,5,0,304,5,3.8,3.35,8.0,184,4500,14,16,40960.0,10.62035125971339,5.730099782973574,5.214935757608986,2.0794415416798357,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,7.54298108848933,-0.12438553931090195,55936,54600
75,1,1,112.0,199.2,72.0,55.4,3715,5,0,304,5,3.8,3.35,8.0,184,4500,14,16,40960.0,10.72326738402944,5.717027701406222,5.214935757608986,2.0794415416798357,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,6.458666750348064,-1.0991947876094808,55936,52010
76,1,1,102.7,178.4,68.0,54.8,2910,3,2,140,5,3.78,3.12,8.0,175,5000,19,24,16503.0,9.711297461543568,4.941642422609304,5.1647859739235145,2.0794415416798357,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,1.9763205401629842,-0.511149813856037,24500,55290
77,2,1,93.7,157.3,64.4,50.8,1918,3,2,92,1,2.97,3.23,9.4,68,5500,37,41,5389.0,8.592115117933497,4.5217885770490405,4.219507705176107,2.2407096892759584,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-2.6212262012147876,-0.5191116828499455,6256,70966
78,2,1,93.7,157.3,64.4,50.8,1944,3,2,92,1,2.97,3.23,9.4,68,5500,31,38,6189.0,8.73052880173936,4.5217885770490405,4.219507705176107,2.2407096892759584,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-2.5989493966078596,-0.523604597839303,6256,60264
79,2,1,93.7,157.3,64.4,50.8,2004,3,2,92,1,2.97,3.23,9.4,68,5500,31,38,6669.0,8.805225202632306,4.5217885770490405,4.219507705176107,2.2407096892759584,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-2.547541385976488,-0.5339728631993593,6256,62124
80,1,1,93.0,157.3,63.8,50.8,2145,3,2,98,6,3.03,3.39,7.6,102,5500,24,30,7689.0,8.94754601503218,4.584967478670572,4.624972813284271,2.028148247292285,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,-2.222715609330919,-1.0801027628080264,9996,51480
81,3,1,96.3,173.0,65.4,49.4,2370,3,2,110,6,3.17,3.46,7.5,116,5500,23,30,9959.0,9.20623194393164,4.700480365792417,4.7535901911063645,2.0149030205422647,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,-0.8205452241751666,-1.4243997833173279,12760,54510
82,3,1,96.3,173.0,65.4,49.4,2328,3,2,122,1,3.35,3.46,8.5,88,5000,25,32,8499.0,9.047703788498627,4.804021044733257,4.477336814478207,2.1400661634962708,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-0.9978150382575207,-1.1476520488819997,10736,58200
83,3,1,95.9,173.2,66.3,50.2,2833,3,2,156,6,3.58,3.86,7.0,145,5000,19,24,12629.0,9.44375103564617,5.049856007249537,4.976733742420574,1.9459101490553132,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,0.4934152762471759,-2.030072340757365,22620,53827
84,3,1,95.9,173.2,66.3,50.2,2921,3,2,156,6,3.59,3.86,7.0,145,5000,19,24,14869.0,9.607033787697222,5.049856007249537,4.976733742420574,1.9459101490553132,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,0.5688136918398545,-2.0452791299521142,22620,55499
85,3,1,95.9,173.2,66.3,50.2,2926,3,2,156,6,3.59,3.86,7.0,145,5000,19,24,14489.0,9.581145019820722,5.049856007249537,4.976733742420574,1.9459101490553132,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,0.5730976927258022,-2.046143152065452,22620,55594
86,1,0,96.3,172.4,65.4,51.6,2365,3,2,122,1,3.35,3.46,8.5,88,5000,25,32,6989.0,8.85209276347713,4.804021044733257,4.477336814478207,2.1400661634962708,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,-0.8244883966960239,-0.5123028472339718,10736,59125
87,1,0,96.3,172.4,65.4,51.6,2405,3,2,122,1,3.35,3.46,8.5,88,5000,25,32,8189.0,9.010547069270189,4.804021044733257,4.477336814478207,2.1400661634962708,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,-0.7902163896084428,-0.519215024140676,10736,60125
